cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
4183;MET20_1198500;0.464506602;1;0;0;0;1;1;;1;1;1;0;4;4;4;4;4;4;4;4;5;5;5;5;4;5;4;4;2;2;2;2;2;2;3;3;2;3;2;3;3;2;2;3;3;2;2;3;2;3;2;3;2;3;3;2;2;2;3;3;3;2;3;2;3;1;1;50;5;20;0;25;0;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;6;2;1;2;2;1;1;2;;5;1;57;0;1
4184;MET20_1152920;1.0076397374;0;1;0;0;2;;1;1;0;1;0;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;2;2;2;3;2;4;4;4;4;2;4;3;2;4;4;4;4;4;4;2;2;1;0;0;5;0;5;90;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;10;2;2;1;2;1;1;2;;3;2;40;0;1
4185;MET20_7008270;0.6583119793;1;0;1;0;1;3;;3;3;3;1;3;3;3;3;3;3;4;3;3;5;5;5;5;4;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;3;2;3;1;1;50;5;5;10;10;20;10;3;4;4;4;4;4;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;7;7;7;7;2;1;5;2;1;2;2;4;3;1;;4;1;46;2;4
4186;MET20_1185193;1.0564869918;1;0;1;0;3;;2;1;3;4;1;2;4;2;4;4;4;4;3;3;5;4;4;5;4;4;4;2;3;3;3;3;2;3;3;3;3;2;3;2;2;2;3;2;1;2;2;2;3;3;3;3;2;2;1;2;1;2;2;2;2;3;2;3;3;1;0;0;30;0;;70;0;2;4;4;3;3;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;5;6;6;1;1;8;2;1;1;2;1;1;2;;2;1;32;0;1
4187;MET20_487612;0.9765900354;1;0;0;0;1;3;;5;10;5;2;4;4;4;4;3;2;4;5;5;5;5;5;5;5;5;5;2;3;4;4;4;2;2;2;2;2;2;3;3;2;3;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;25;50;0;10;5;10;15;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;3;1;2;;5;3;62;0;3
4188;MET20_7012589;0.6583119793;1;0;1;0;1;1;;8;4;12;4;2;1;3;3;3;1;2;4;4;4;5;4;5;5;4;4;2;3;2;2;3;2;1;2;2;2;1;2;1;2;2;2;1;1;3;1;1;3;1;1;2;2;2;1;1;1;1;2;1;1;2;1;1;1;1;80;1;4;5;10;0;8;1;4;4;4;3;4;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;7;7;7;7;1;1;2;2;1;2;2;1;1;2;;4;1;45;0;1
4189;MET20_80001642;1.4391301159;0;0;1;0;3;;2;2;2;2;2;2;2;2;2;1;1;2;3;3;3;3;3;3;3;3;3;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;0;25;0;;75;0;2;2;2;2;2;3;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;3;4;5;4;1;1;10;2;2;1;2;2;1;2;;2;2;33;0;2
4190;MET20_1029953;1.0239963436;0;1;0;0;2;;2;2;2;1;1;4;3;4;4;3;3;3;4;4;5;5;4;4;4;4;5;1;3;2;2;4;3;1;2;2;2;1;3;2;2;2;1;1;2;3;2;1;3;2;3;1;1;2;2;2;2;2;2;2;1;1;2;3;2;1;0;5;45;0;0;50;0;2;3;4;4;3;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;1;8;2;2;2;2;1;1;2;;2;1;33;0;1
4191;MET20_1962129;1.0564869918;0;0;1;0;3;;4;6;6;4;0;3;2;3;3;4;3;4;2;2;3;2;3;3;3;2;2;2;2;2;2;3;2;3;2;3;1;2;2;2;2;2;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;3;1;0;0;0;0;;100;0;4;4;2;3;2;3;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;7;3;5;4;1;1;4;2;1;1;1;3;3;1;1;2;1;33;2;3
4192;MET20_457226;0.8247615439;0;1;0;0;2;;1;2;2;2;1;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;1;4;4;4;4;3;4;4;1;4;1;2;4;1;1;3;1;3;4;1;1;3;1;4;1;1;2;2;1;4;1;3;2;1;3;1;4;2;1;0;0;10;0;90;0;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;2;2;2;1;1;2;;6;3;82;0;1
4193;MET20_7020656;0.7980860057;0;1;0;0;2;;1;2;15;10;1;4;3;4;4;3;4;3;4;4;5;5;5;5;5;5;4;3;2;3;3;3;2;4;2;3;3;2;3;3;3;2;3;2;2;2;3;2;2;2;3;2;2;2;2;2;2;3;2;3;2;3;3;3;2;1;0;0;10;5;85;0;2;3;4;4;4;3;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;6;6;6;2;3;;2;2;1;2;2;1;2;;6;3;74;0;2
4194;MET20_1190870;3.7489125178;1;0;0;0;1;4;;2;2;1;0;4;4;3;3;3;3;3;4;4;5;5;5;5;5;4;4;2;3;3;3;3;3;2;2;2;3;2;3;3;2;2;3;2;2;2;3;2;3;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;1;1;70;1;9;5;5;10;20;3;4;4;4;4;4;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;7;7;7;2;1;10;1;1;2;2;3;2;1;;1;2;18;1;3
4195;MET20_650564;1.2999282972;1;0;1;0;1;4;;20;10;10;1;4;4;3;3;2;2;3;2;2;3;3;4;5;3;3;4;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;1;1;4;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;55;25;10;5;5;0;4;1;1;1;1;2;1;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;7;4;7;6;2;3;;2;1;2;1;3;1;2;2;4;3;54;0;3
4196;MET20_1175863;0.5524508228;1;0;1;0;1;2;;3;3;4;0;4;4;3;3;3;2;2;3;4;4;5;3;4;4;4;4;2;2;2;2;3;2;1;1;1;2;2;3;2;2;2;2;2;2;2;2;1;3;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;35;30;15;5;5;10;10;2;4;4;2;4;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;7;7;7;7;1;1;8;1;1;2;2;2;1;2;;5;1;59;0;2
4197;MET20_277823;0.8247615439;1;0;0;0;1;3;;25;40;25;5;3;4;3;4;3;3;2;5;5;5;5;5;5;5;5;5;1;2;2;2;2;2;1;1;2;2;1;3;4;1;1;2;1;2;1;1;1;3;1;1;1;1;1;2;2;2;1;1;1;2;2;1;1;1;1;0;50;15;10;5;20;20;2;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;1;2;1;2;2;6;3;73;0;2
4198;MET20_1084981;0.8556566041;1;0;0;0;1;2;;4;3;3;1;4;3;3;3;3;3;4;4;5;5;5;5;5;5;5;5;2;3;3;3;3;2;3;3;3;2;2;3;4;2;3;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;75;1;5;15;4;0;25;2;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;9;2;1;2;2;4;2;1;;4;2;45;1;4
4199;MET20_7001144;0.5524508228;1;0;1;0;1;3;;1;5;1;1;4;4;4;4;3;3;3;3;2;3;5;5;5;3;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;45;8;2;5;10;30;99;3;3;3;3;3;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;6;3;6;2;1;1;7;1;1;2;2;2;1;2;;5;1;55;0;2
4200;MET20_7008432;0.8149973567;0;1;0;0;2;;1;2;3;2;0;3;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;2;4;2;4;2;4;4;3;2;3;3;3;3;2;2;4;2;2;4;4;2;2;2;3;2;2;2;3;3;2;2;2;3;2;4;4;3;2;1;20;0;80;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;7;2;7;1;1;9;2;2;1;2;2;2;1;;4;2;47;1;2
4201;MET20_1270565;1.0564869918;0;1;0;0;2;;1;1;1;1;1;4;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;4;4;3;4;3;2;2;3;4;2;4;4;2;2;4;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;25;0;75;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;2;2;2;1;1;2;;2;1;32;0;1
4202;MET20_50139;0.62815034;1;0;0;0;1;3;;2;3;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;2;2;4;4;4;4;4;4;4;3;4;4;2;2;3;2;2;2;2;3;2;2;2;2;2;2;3;2;2;3;2;2;3;1;1;70;0;0;5;5;20;7;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;1;2;2;2;1;2;;4;1;46;0;2
4203;MET20_1976285;1.3948718613;1;0;1;0;1;4;;15;16;6;1;3;2;3;4;2;3;2;2;3;2;2;3;2;3;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;2;1;2;2;2;2;2;3;2;2;2;2;2;3;1;2;2;2;1;2;2;2;1;3;1;1;50;10;15;15;10;0;85;2;2;2;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;3;4;5;1;1;9;2;1;2;2;4;4;1;;2;2;31;3;5
4204;MET20_1871957;0.6947629021;1;0;0;0;1;2;;0;2;3;0;4;3;4;4;4;4;4;5;5;5;5;4;5;5;5;5;2;2;2;3;4;2;2;2;1;1;1;2;3;1;3;2;1;2;1;2;1;3;2;3;1;2;1;1;1;2;2;2;1;2;2;1;2;1;1;85;5;5;2;3;0;30;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;1;2;2;2;1;2;;3;1;37;0;2
4205;MET20_7011489;0.6791997325;1;0;1;0;1;2;;2;3;3;0;4;4;4;4;4;4;4;4;4;4;5;4;5;4;4;4;2;3;2;2;3;2;3;3;2;2;2;2;3;3;2;3;2;2;3;2;2;3;3;2;2;2;2;3;2;2;2;3;3;2;3;2;2;1;1;50;0;5;5;20;20;10;3;3;3;3;2;4;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;7;7;2;1;7;2;1;2;2;4;1;2;;4;1;54;0;4
4206;MET20_7004835;1.0396114026;1;0;0;0;1;4;;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;1;4;4;4;4;4;4;4;2;4;4;1;1;2;1;2;3;2;4;2;2;3;4;3;2;2;2;4;4;4;4;4;1;1;100;0;0;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;9;2;1;2;2;3;2;1;;3;2;39;1;3
4207;MET20_1390750;0.4868106265;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;3;3;3;3;2;2;3;3;2;3;2;3;3;2;3;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;2;2;2;3;2;1;99;0;1;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;2;2;2;3;1;2;;5;1;55;0;3
4208;MET20_7001929;0.7229139838;1;1;0;0;1;3;;2;2;2;2;2;3;2;2;2;2;3;2;2;3;2;2;2;2;2;3;3;2;2;2;3;3;1;3;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;3;2;2;2;3;3;3;2;3;2;3;2;3;2;1;1;10;10;20;20;20;20;0;2;2;2;2;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;2;1;1;5;1;1;1;1;3;2;1;1;4;1;45;1;3
4209;MET20_7004872;0.6583119793;1;0;0;0;1;1;;2;2;2;2;4;4;4;4;3;2;3;5;5;5;5;5;5;5;5;5;2;3;3;3;1;1;1;2;2;2;1;3;2;2;1;2;2;2;2;2;1;3;2;1;2;1;1;1;2;1;2;2;2;1;2;2;1;1;1;50;20;20;5;5;0;5;2;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;2;2;1;1;2;3;1;2;;4;1;52;0;3
4210;MET20_7011007;1.2999282972;1;0;1;0;1;2;;1;2;3;1;4;4;4;4;4;4;4;5;2;5;4;2;5;5;5;4;1;1;3;2;3;2;4;1;2;2;1;3;3;2;2;3;2;2;3;3;1;4;2;3;1;2;1;2;1;2;2;2;4;1;3;3;2;1;1;30;0;15;15;30;10;7;4;4;3;3;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;7;7;4;1;7;;2;1;1;2;2;1;2;;4;3;50;0;2
4211;MET20_1010458;1.180583149;1;0;0;0;1;1;;1;1;1;1;2;2;2;3;4;4;4;4;4;5;5;5;5;5;4;5;2;3;3;3;3;3;3;3;3;3;2;3;2;3;2;3;2;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;3;2;3;3;3;1;1;0;0;0;0;0;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;6;6;6;6;1;2;8;1;2;1;2;3;2;1;;2;1;27;1;3
4212;MET20_80003834;1.0396114026;1;0;0;0;1;2;;3;2;1;0;3;3;3;3;3;2;4;4;5;5;4;2;4;5;5;5;2;2;2;2;3;2;3;2;3;2;2;3;2;3;3;4;2;2;2;2;2;2;2;3;2;2;2;2;2;3;2;3;3;2;3;3;2;1;1;70;0;0;10;10;10;3;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;6;6;6;1;1;9;2;1;2;2;4;3;1;;3;2;37;2;4
4213;MET20_80006005;1.012416781;1;0;1;0;1;1;;4;8;4;2;1;2;1;2;2;2;3;4;4;5;4;4;4;4;4;4;1;2;2;2;2;2;1;2;2;2;2;2;3;1;1;3;2;2;1;2;1;1;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;25;60;5;0;10;0;0;4;3;3;3;3;3;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;69;0;2
4214;MET20_1044614;0.5022567684;0;1;0;0;2;;1;1;1;0;0;4;4;4;4;3;3;4;5;5;5;5;5;5;5;5;5;2;3;2;2;2;2;2;2;2;3;2;3;4;2;3;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;20;0;0;80;0;2;4;2;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;4;2;1;1;2;2;1;2;;5;1;57;0;2
4215;MET20_1141252;0.7631943152;0;1;0;0;2;;3;2;2;1;1;3;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;3;2;2;3;2;3;2;3;2;2;4;4;1;2;2;2;1;2;4;2;3;3;4;2;2;2;2;2;1;3;3;3;3;2;3;3;2;1;0;0;0;10;0;90;4;3;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7;7;7;6;2;1;4;2;2;1;2;4;3;1;;3;1;39;2;4
4216;MET20_80001966;1.180583149;1;0;1;0;1;4;;5;5;5;5;2;2;2;2;3;4;3;1;3;2;1;2;3;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;80;2;5;1;10;2;10;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;2;2;2;2;1;1;7;1;1;3;2;3;2;1;;2;1;26;1;3
4217;MET20_1796683;0.9765900354;1;0;1;0;1;1;;10;15;10;5;4;4;3;3;3;1;3;3;3;5;5;5;5;5;3;3;2;2;2;2;3;3;2;2;1;2;2;2;2;2;2;3;1;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;1;1;30;20;10;10;30;0;2;2;4;4;4;2;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;1;2;1;2;1;5;3;62;0;2
4218;MET20_693433;0.837901566;1;0;0;0;1;2;;2;3;1;1;1;3;1;3;3;3;1;4;4;5;5;5;5;5;4;4;2;2;2;2;2;2;3;2;2;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;2;2;3;1;1;1;2;1;2;1;1;1;50;0;30;10;0;10;11;2;2;4;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;80;0;1
4219;MET20_1061956;0.464506602;1;0;0;0;1;3;;10;25;10;3;4;4;4;4;3;3;2;4;3;4;4;4;4;4;4;4;2;3;2;3;4;3;1;2;3;2;3;3;3;2;2;2;1;2;3;2;1;3;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;50;30;10;10;0;0;30;2;4;4;4;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;7;2;6;7;1;1;4;2;1;2;2;2;1;2;;5;1;56;0;2
4220;MET20_1263321;1.9566238289;0;1;0;0;2;;1;2;3;1;0;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;2;3;2;4;1;3;2;4;4;2;4;2;1;2;3;2;2;3;3;1;2;2;3;2;3;3;3;3;3;3;3;2;2;2;1;0;1;1;0;0;98;0;4;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;7;7;7;2;3;;2;2;3;2;2;1;2;;2;3;27;0;2
4221;MET20_1968589;0.7589793014;1;0;0;0;1;1;;2;2;1;0;3;3;3;3;3;3;4;3;4;5;3;4;4;4;4;3;3;3;3;3;3;2;1;3;2;2;3;3;2;2;3;3;2;3;3;2;2;1;3;3;2;2;2;2;3;2;2;2;3;2;3;3;2;1;1;30;40;10;0;20;0;0;3;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;3;3;7;3;1;1;5;1;1;2;2;2;1;2;;4;1;49;0;2
4222;MET20_1878234;1.162069174;0;0;1;0;3;;1;1;1;1;1;3;3;3;3;4;4;4;5;4;5;5;5;5;5;5;5;2;2;2;2;3;2;2;2;2;3;2;4;4;2;3;2;2;2;2;2;3;2;2;3;2;2;2;2;3;2;2;3;3;2;2;2;2;3;1;0;0;0;0;;100;0;3;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;7;6;7;7;1;1;8;1;1;1;2;1;1;2;;2;1;32;0;1
4223;MET20_594193;0.9965400009;1;1;1;0;1;1;;8;25;20;0;3;3;3;3;4;3;3;4;4;3;4;4;4;4;4;4;3;3;2;2;2;3;3;3;3;2;2;3;2;3;3;3;1;1;2;2;2;3;1;1;2;2;3;3;2;2;2;2;3;2;2;2;1;1;1;50;5;5;10;10;20;8;3;4;4;3;4;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;6;4;7;4;1;3;;1;1;2;2;2;1;2;;6;3;75;0;2
4224;MET20_539008;0.7980860057;1;0;0;0;1;2;;14;10;8;2;2;3;3;3;3;2;2;4;4;5;4;5;4;5;5;5;2;2;2;2;3;3;2;2;2;2;1;3;3;2;2;4;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;1;1;50;25;5;10;0;10;7;3;3;4;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;2;1;2;;6;3;77;0;2
4225;MET20_1248868;1.3309635272;1;0;1;0;1;1;;1;2;1;1;2;1;4;4;4;4;4;4;4;4;5;4;5;3;4;5;3;3;3;2;2;3;4;2;3;2;3;4;1;3;2;4;1;1;3;2;2;3;2;4;2;1;1;3;2;1;3;2;3;3;3;2;4;1;1;94;0;1;1;4;0;3;3;4;4;4;4;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;7;6;7;7;1;2;10;2;1;2;2;1;1;2;;2;2;32;0;1
4226;MET20_1202865;1.4391301159;1;0;0;0;1;1;;0;2;0;0;4;3;3;3;4;4;4;5;5;5;5;5;5;5;5;5;2;2;3;4;4;3;3;3;3;3;2;4;3;2;3;3;2;2;2;2;3;3;3;3;2;1;3;2;2;2;2;2;1;2;3;3;2;1;1;70;0;0;0;30;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;4;6;6;2;1;10;2;2;1;2;3;2;1;;2;2;26;1;3
4227;MET20_1131122;0.598301777;0;1;0;0;2;;1;1;1;1;1;4;4;4;4;4;4;4;5;4;4;5;5;5;5;4;5;2;2;2;2;2;3;2;2;2;2;1;3;4;2;2;3;2;2;3;3;2;4;2;3;2;2;2;3;2;2;2;3;3;3;2;2;3;2;4;0;0;100;0;0;0;0;3;4;4;3;3;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;6;6;7;7;1;1;8;2;2;2;2;3;1;2;;4;1;49;0;3
4228;MET20_631889;1.055956908;1;0;1;0;3;;3;2;3;2;1;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;3;3;2;3;2;2;2;3;1;2;2;2;2;2;3;2;3;2;3;1;1;2;1;1;1;2;2;2;2;2;2;3;3;1;0;0;0;0;;100;2;2;3;3;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;59;0;2
4229;MET20_135527;0.837901566;0;0;1;0;3;;1;1;2;1;1;4;4;4;4;4;4;2;4;4;5;5;5;5;5;5;5;2;2;3;2;2;2;1;3;2;2;2;3;2;3;2;3;1;1;2;2;1;1;1;4;2;2;2;2;2;1;1;2;2;1;3;1;2;3;1;0;0;10;0;;90;0;3;3;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;4;6;7;6;2;3;;2;2;2;2;2;1;2;;6;3;84;0;2
4230;MET20_648601;0.598301777;1;0;1;0;1;1;;2;3;1;1;4;4;4;4;4;4;4;4;5;4;4;1;5;5;4;4;1;2;1;2;3;2;4;1;1;1;1;2;1;1;1;2;1;1;2;2;1;2;1;2;1;2;1;1;1;1;1;1;2;1;2;2;1;1;1;40;0;0;10;50;0;30;3;4;4;4;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;7;7;2;1;8;2;1;2;2;4;1;2;;4;1;52;0;4
