cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
4135;MET20_7005060;0.930184251;0;1;0;0;2;;1;2;2;1;1;4;4;4;4;4;1;2;4;5;5;5;5;5;5;5;5;2;1;2;3;3;3;1;1;1;2;1;3;4;1;1;3;1;2;2;2;1;4;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;0;100;0;0;0;0;4;3;4;4;4;3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;2;2;1;2;1;1;2;;5;3;63;0;1
4136;MET20_7004268;0.6583119793;0;0;1;0;3;;3;4;1;1;0;4;4;4;4;3;3;1;4;4;5;5;5;5;5;5;4;2;2;2;2;3;2;3;2;3;2;1;2;4;2;2;3;2;2;2;2;1;3;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;3;1;0;0;40;10;;50;2;3;3;4;3;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;7;7;2;1;2;2;2;1;2;3;1;2;;4;1;54;0;3
4137;MET20_307132;0.837901566;1;0;0;0;1;4;;1;4;3;1;4;3;4;2;4;4;4;3;4;5;5;5;5;5;4;5;2;3;3;3;2;2;4;2;2;3;1;3;3;1;3;4;2;1;3;2;1;4;3;3;1;1;2;1;1;1;3;1;2;1;2;2;3;1;2;80;0;5;10;0;5;20;2;4;4;3;4;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;1;1;1;2;1;6;3;74;0;1
4138;MET20_1240022;1.0564869918;1;0;1;0;1;1;;1;3;1;0;2;3;3;3;3;1;3;3;3;5;4;5;5;4;4;4;2;3;1;2;3;3;1;2;3;2;1;3;3;1;1;2;2;2;2;2;2;3;2;2;1;2;2;1;1;1;2;2;2;1;1;2;2;1;1;80;5;10;5;0;0;8;2;4;4;4;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;7;3;7;7;1;1;6;2;2;2;2;2;2;1;;2;1;33;1;2
4139;MET20_1199269;0.7954229017;1;0;0;0;1;4;;5;5;2;1;4;2;4;2;2;2;4;4;4;5;5;5;5;5;4;5;3;3;3;4;1;2;1;2;1;3;1;4;3;2;3;2;1;2;2;2;2;3;3;1;1;1;2;1;2;1;1;1;2;1;2;1;1;1;1;60;5;5;20;5;5;20;1;4;4;4;4;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;7;7;7;7;1;1;6;1;1;2;2;4;1;2;;4;1;52;0;5
4140;MET20_1192504;0.7470769429;1;0;1;0;1;3;;1;2;0;0;3;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;1;2;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;60;10;20;10;0;0;9;2;3;3;3;3;3;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7;7;6;6;1;1;7;1;1;2;2;1;1;2;;4;1;47;0;1
4141;MET20_1256010;1.4391301159;0;0;1;0;3;;2;2;1;1;1;2;2;3;3;3;3;4;4;4;4;4;4;4;4;5;3;2;3;2;2;4;3;3;2;2;3;2;3;2;3;3;3;3;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;10;0;0;;90;0;3;3;3;3;3;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;7;7;7;1;2;9;2;2;1;2;4;4;1;;2;2;30;3;5
4142;MET20_1229884;0.4868106265;1;0;0;0;1;5;;3;2;2;1;3;3;3;3;3;3;2;3;3;3;2;4;5;3;3;3;2;2;2;1;2;2;3;3;1;2;1;3;2;2;2;3;2;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;70;10;20;0;0;0;30;2;3;3;3;3;4;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;7;4;7;7;2;1;4;2;1;2;2;2;1;2;;5;1;55;0;2
4143;MET20_7000065;1.055956908;1;0;0;0;1;1;;7;10;5;0;1;2;1;2;3;1;4;5;5;5;5;5;5;5;5;5;2;2;3;3;3;2;3;2;1;2;3;3;4;2;1;3;1;1;3;2;1;2;1;3;1;2;2;3;2;2;1;2;1;1;1;1;1;1;1;20;20;40;5;5;10;10;2;3;4;4;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;6;;2;1;2;2;2;1;2;;5;3;56;0;2
4144;MET20_1224349;0.930184251;1;0;0;0;1;1;;2;2;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;3;3;3;3;3;4;3;4;3;4;4;4;2;4;3;2;2;3;3;1;3;3;3;4;3;3;4;3;4;4;4;3;4;3;3;1;1;90;0;10;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;6;;2;1;2;1;2;1;2;1;5;3;56;0;2
4145;MET20_430415;0.837901566;1;0;0;0;1;2;;3;2;3;1;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;3;3;4;3;2;2;4;4;2;4;3;3;4;3;3;3;2;2;2;3;2;2;2;4;2;3;2;3;2;2;2;2;2;2;3;2;3;1;1;90;0;2;5;3;0;6;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;2;1;2;;6;3;72;0;2
4146;MET20_1058779;0.9770802775;1;0;0;0;1;1;;2;2;1;0;4;4;4;4;3;4;3;4;4;5;4;3;5;4;5;4;1;4;3;3;3;1;2;2;2;2;1;3;2;1;1;4;1;2;3;1;1;4;2;3;2;2;1;1;2;1;1;2;1;1;2;1;2;1;1;90;0;5;0;5;0;0;2;4;4;4;4;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;7;7;7;7;1;1;4;2;1;1;2;4;3;1;;2;1;34;2;4
4147;MET20_1228331;0.930184251;0;1;0;0;2;;1;2;4;1;1;3;4;3;4;4;4;3;4;5;5;4;5;5;5;4;4;1;1;2;2;3;2;3;1;2;1;1;1;1;1;1;2;2;2;2;2;2;4;4;3;2;2;1;2;2;4;1;2;2;2;2;1;2;2;1;0;0;75;0;0;25;0;3;3;4;4;3;4;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;2;2;1;2;1;1;2;;5;3;63;0;1
4148;MET20_1167423;0.8247615439;1;0;0;0;1;1;;2;2;4;0;4;4;4;4;4;3;3;5;4;5;5;5;5;5;5;5;2;3;3;4;2;3;1;2;3;2;1;2;2;1;2;2;2;1;2;3;2;3;2;3;2;3;2;3;2;3;3;2;3;1;3;3;2;1;1;70;10;2;3;5;10;15;3;3;4;4;3;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;7;7;7;1;3;;2;1;2;1;2;1;2;1;6;3;67;0;2
4149;MET20_28597;0.9965400009;1;0;0;0;1;2;;24;20;18;12;4;4;4;4;3;2;4;5;5;5;5;5;5;5;5;5;2;1;3;3;3;2;1;2;2;3;1;3;2;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;1;40;40;10;10;0;0;20;3;4;4;4;4;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;1;1;2;1;2;1;2;1;6;3;80;0;2
4150;MET20_1147854;1.0564869918;1;0;0;0;1;2;;1;2;0;0;4;3;4;3;4;3;4;5;4;5;5;5;5;5;5;5;3;4;4;3;3;2;2;3;3;2;2;3;3;2;3;4;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;2;2;2;1;1;40;5;5;2;15;33;5;4;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;7;7;7;2;1;5;2;1;2;2;4;3;1;;2;1;31;2;4
4151;MET20_1198535;0.8247615439;1;0;1;0;1;3;;44;6;2;2;3;4;3;3;3;1;2;4;5;5;4;5;5;5;4;4;2;3;3;2;2;2;3;2;2;2;1;2;3;1;2;3;2;2;3;2;2;4;2;3;1;1;1;1;1;1;2;1;2;2;2;2;2;1;1;40;0;20;30;0;10;15;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;5;6;7;6;2;3;;2;1;2;1;2;1;2;2;6;3;72;0;2
4152;MET20_7018240;1.0076397374;0;1;0;0;2;;1;5;7;7;5;2;2;2;2;3;2;2;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;3;2;2;3;2;3;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;100;0;3;3;3;3;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;6;6;6;1;2;10;2;2;1;2;2;2;1;;3;2;36;1;2
4153;MET20_544363;0.7980860057;1;0;0;0;1;2;;15;15;10;2;4;4;4;4;3;3;2;4;3;5;4;4;5;4;5;3;2;3;2;2;2;2;2;2;2;2;1;3;2;1;3;3;2;3;3;2;2;2;3;2;2;2;1;2;1;1;2;1;2;2;2;2;1;1;2;40;25;25;5;5;0;5;3;3;4;3;3;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;7;7;7;7;1;3;;2;2;1;1;1;1;2;1;6;3;77;0;1
4154;MET20_7005313;0.7058317983;1;0;0;0;1;1;;2;4;1;0;1;2;2;2;1;2;4;3;1;3;4;1;3;3;3;2;2;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;1;1;2;2;2;2;2;1;3;2;1;2;2;3;1;2;3;1;2;2;2;1;1;60;10;10;5;15;0;5;1;1;1;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;3;3;1;1;5;2;1;2;2;4;3;1;;3;1;39;2;4
4155;MET20_1391600;0.8247615439;1;0;1;0;1;3;;5;10;7;3;4;3;3;3;2;1;2;4;4;5;4;5;4;5;4;4;2;3;2;2;3;2;2;1;2;2;2;3;2;2;2;2;2;2;2;1;2;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;65;19;5;5;5;1;17;2;3;3;3;3;3;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;65;0;1
4156;MET20_1044787;1.180583149;1;0;0;0;1;2;;8;15;5;0;3;3;3;3;1;1;4;5;5;5;5;5;5;5;5;5;2;2;2;2;2;2;1;2;2;2;2;3;1;2;3;1;2;1;1;3;1;2;2;1;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;0;90;5;5;0;0;3;1;3;4;4;3;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;7;7;7;7;2;1;1;1;1;2;2;3;1;2;;2;1;26;0;3
4157;MET20_1149529;0.9612750925;0;1;0;0;2;;2;1;1;1;1;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;2;3;4;3;2;2;4;3;2;2;2;4;4;3;3;1;1;1;2;1;2;3;2;1;3;3;2;3;2;4;2;3;3;2;2;1;3;2;1;0;0;10;0;0;90;0;4;3;3;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;2;2;2;1;1;2;;5;3;64;0;1
4158;MET20_1199905;3.5210528854;1;0;0;0;1;2;;5;10;5;0;3;3;3;3;3;1;3;5;5;5;5;5;5;5;5;5;2;2;2;2;3;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;1;1;0;70;0;30;0;0;7;2;3;2;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;9;1;1;2;2;3;1;2;;1;2;20;0;3
4159;MET20_323214;1.012416781;1;0;0;0;1;2;;35;25;30;20;4;4;4;2;3;3;1;4;5;4;5;4;5;5;4;4;1;1;1;1;4;2;3;1;2;2;2;1;2;1;1;2;1;2;2;2;1;3;1;3;1;1;1;2;1;1;1;2;2;1;2;2;2;1;1;50;5;15;10;0;20;4;1;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;80;0;2
4160;MET20_1235303;1.161725334;1;0;1;0;1;3;;2;3;1;1;3;3;2;2;4;3;4;3;3;5;5;5;5;5;5;5;3;3;3;3;3;2;3;3;3;2;2;3;3;3;3;3;2;2;2;2;2;3;2;2;3;2;2;2;3;3;2;3;2;2;2;2;2;1;1;50;0;0;5;15;30;10;2;2;4;4;2;4;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;4;2;6;7;1;1;10;1;1;2;2;2;1;2;;3;2;35;0;2
4161;MET20_688896;0.9643085747;0;1;0;0;2;;2;2;2;1;0;4;4;4;4;4;4;1;5;5;5;5;5;5;5;5;5;3;3;4;3;3;3;4;3;3;4;4;4;4;3;3;4;2;2;3;3;3;3;2;4;4;2;4;4;4;4;4;4;4;4;3;4;4;2;1;0;0;10;0;90;0;0;4;4;4;4;4;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;7;7;7;1;3;;1;2;2;1;2;1;2;2;6;3;83;0;2
4162;MET20_1539;0.925195291;0;1;0;0;2;;2;1;1;1;1;3;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;4;4;3;2;4;3;3;2;2;4;4;2;3;4;2;1;2;2;1;3;1;3;2;2;2;2;2;2;2;2;3;2;2;3;2;2;1;0;0;0;0;0;100;0;3;4;4;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;10;2;2;2;2;4;2;1;;4;2;47;1;4
4163;MET20_89567;0.9059973118;1;0;0;0;1;3;;1;1;1;1;4;4;4;4;3;2;4;5;5;5;5;5;5;5;5;5;2;4;2;3;2;2;2;2;2;3;2;3;4;2;2;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;1;80;10;10;0;0;0;10;3;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;1;2;1;2;2;6;3;67;0;2
4164;MET20_959389;1.012416781;0;1;0;0;2;;1;1;2;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;4;4;4;2;2;4;4;4;3;4;4;4;3;2;3;2;2;2;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;0;0;0;0;0;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;2;7;7;1;3;;1;2;2;2;1;1;2;;6;3;79;0;1
4165;MET20_7001577;1.2765284167;1;0;0;0;1;4;;3;5;4;3;1;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;2;4;4;3;2;4;2;3;2;2;4;4;1;2;4;2;2;2;2;3;3;2;2;1;2;2;2;2;2;2;3;3;2;4;2;2;1;1;5;0;0;20;15;60;50;4;4;4;4;4;4;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;7;7;7;7;1;1;7;1;1;2;2;4;3;1;;2;1;34;2;4
4166;MET20_7009479;0.4572221819;1;0;1;0;1;3;;5;10;3;1;3;4;3;3;1;3;2;4;4;4;4;4;4;4;4;4;2;1;2;2;2;2;3;2;1;2;2;3;3;2;2;3;1;1;2;2;1;3;1;2;2;2;1;2;1;2;2;2;2;2;2;1;2;1;1;25;15;20;15;5;20;25;2;3;3;3;2;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;4;4;6;5;1;1;2;2;1;2;2;1;1;2;;5;1;57;0;1
4167;MET20_7008276;1.055956908;0;1;1;0;3;;4;1;1;1;1;4;4;4;4;4;4;4;5;4;5;5;5;5;5;5;5;3;4;3;3;2;2;4;4;4;4;3;4;4;2;3;4;2;2;2;2;2;3;2;3;2;2;2;2;2;2;4;3;2;2;3;2;3;3;1;0;0;10;20;;70;5;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;2;7;1;3;;2;1;2;2;2;1;2;;5;3;62;0;2
4168;MET20_403510;0.464506602;1;0;0;0;1;4;;10;5;10;3;4;2;2;2;3;2;3;4;3;5;5;3;5;4;4;4;2;3;2;2;4;3;3;2;2;3;1;2;2;2;3;2;1;1;3;2;2;4;2;2;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;60;20;10;10;0;0;5;3;4;3;2;4;3;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;4;4;7;7;1;1;6;2;1;2;2;2;1;2;;5;1;57;0;2
4169;MET20_733677;0.8206610833;1;1;1;0;1;2;;4;4;3;1;4;4;2;2;3;1;3;3;4;4;5;4;5;5;4;4;2;2;2;2;3;3;1;2;2;2;1;2;2;2;1;3;1;1;1;2;1;3;1;1;2;2;2;2;1;2;1;1;1;1;1;1;2;1;1;30;20;20;10;15;5;3;1;2;4;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;7;5;5;7;1;1;8;1;1;2;2;3;2;1;;4;1;45;1;3
4170;MET20_816456;0.9463951981;0;0;1;0;3;;4;1;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;3;3;2;2;2;3;3;4;2;3;3;3;3;3;3;2;2;3;2;2;3;2;2;3;2;2;2;2;3;2;3;3;3;3;3;3;1;0;0;10;0;;90;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;9;2;2;2;2;3;1;2;;3;2;43;0;3
4171;MET20_1174452;0.7980860057;1;0;0;0;1;2;;3;4;2;2;3;3;3;3;3;3;4;4;5;5;5;5;5;5;5;4;2;2;2;3;4;2;2;3;2;2;2;3;2;2;2;3;2;2;3;2;2;3;2;3;2;2;2;3;1;2;2;2;3;2;2;2;2;1;1;80;0;19;1;0;0;4;2;4;4;4;2;4;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;6;6;6;1;3;;2;1;2;1;2;1;2;2;6;3;73;0;2
4172;MET20_839474;0.8247615439;1;0;0;0;1;2;;4;3;2;0;4;3;3;4;4;4;4;4;4;4;5;5;5;5;4;4;2;3;3;2;3;2;4;3;1;2;2;3;3;3;2;2;2;2;3;2;2;3;2;3;2;3;2;3;2;3;2;2;2;2;2;2;3;1;1;70;0;0;0;10;20;0;3;3;3;3;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;67;0;1
4173;MET20_80001949;0.9847421628;0;1;0;0;2;;1;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;5;3;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;0;0;0;0;0;100;0;3;3;3;3;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;9;1;2;1;2;2;1;2;;4;2;52;0;2
4174;MET20_7007137;0.5345827213;0;1;0;0;2;;1;7;9;7;5;2;3;2;2;1;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;4;1;3;1;1;1;2;1;3;1;2;2;2;2;2;1;2;1;10;10;20;0;30;30;0;1;1;1;1;2;2;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;2;7;1;2;1;2;3;1;2;;5;1;55;0;3
4175;MET20_7001234;0.6947629021;1;0;0;0;1;2;;2;5;1;0;3;3;3;3;4;1;4;4;3;3;3;5;4;4;4;4;3;4;4;2;2;1;1;3;1;2;1;3;2;1;3;2;1;1;2;1;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;50;10;5;5;10;20;50;2;3;2;3;3;4;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;7;6;7;7;1;1;3;2;1;2;2;4;4;1;;3;1;40;3;5
4176;MET20_1256812;1.4391301159;0;1;0;0;2;;1;1;1;1;1;2;3;2;3;3;3;4;3;3;4;3;4;2;4;4;3;2;3;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;0;10;15;0;0;75;0;2;3;3;4;3;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;5;3;5;3;1;1;9;2;2;1;2;1;1;2;;2;2;32;0;1
4177;MET20_711913;1.012416781;0;0;1;0;3;;1;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;3;2;3;2;3;2;3;4;2;3;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;3;1;0;0;0;0;;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;1;2;1;1;2;;6;3;70;0;1
4178;MET20_1197198;0.4868106265;1;0;1;0;1;2;;2;1;1;0;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;2;2;1;1;2;2;3;2;2;1;2;2;2;2;2;3;2;2;3;2;2;2;2;3;3;2;3;3;2;2;2;3;2;2;3;3;3;1;1;30;0;10;20;40;0;30;4;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;7;7;7;7;2;2;4;2;1;2;2;3;2;1;;5;1;55;1;3
4179;MET20_969040;0.62815034;0;0;1;0;3;;2;1;2;1;1;1;4;1;4;3;3;2;5;4;5;4;4;5;5;5;5;2;2;2;2;3;1;2;1;2;2;1;2;2;1;1;2;1;2;2;2;2;4;3;2;1;1;1;1;1;1;1;1;2;1;2;1;1;3;1;0;0;0;0;;100;3;3;4;4;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;4;6;7;2;1;2;2;1;2;2;4;1;2;;4;1;47;0;4
4180;MET20_1237705;1.0946952712;1;0;0;0;1;3;;8;2;8;0;4;3;3;3;4;2;4;4;3;5;5;5;5;4;4;4;3;4;3;3;2;2;4;3;2;3;3;3;3;2;3;4;2;2;2;2;2;2;2;4;2;2;2;2;2;2;3;3;3;3;3;3;2;1;1;60;0;15;15;10;0;30;2;3;4;3;3;3;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;65;0;2
4181;MET20_1421324;0.7058317983;1;0;0;0;1;2;;0;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;4;3;4;3;4;2;3;2;4;3;4;4;2;3;4;2;2;2;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;80;10;10;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;3;2;1;2;2;4;3;1;;3;1;38;2;4
4182;MET20_742249;0.8556566041;0;0;1;0;3;;1;1;1;2;2;4;4;3;4;4;3;3;4;4;5;5;5;5;5;4;5;2;4;2;2;3;2;2;4;2;2;2;4;2;1;3;1;2;2;2;2;2;3;3;2;2;2;2;3;1;2;1;1;2;2;2;2;1;3;1;0;0;0;0;;100;0;4;4;4;4;4;4;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;7;6;7;7;1;1;9;2;1;2;2;2;1;2;;4;2;51;0;2
